,phrase,sentiment values
7275,heart-rend,0.72222
7276,choos,0.48611
7277,live-wir,0.66667
7278,complex web,0.65278
7279,hold attent,0.70833
7280,"buy sham truth routin '' indi '' filmmak , freundlich made anoth safe movi",0.36111
7281,"prove n't lost touch , bring superb perform admittedli middl film .",0.81944
7282,"make heart soar . ye , soar",0.80556
7283,'s stuff,0.5
7284,'s visual rorschach test,0.45833
7285,control neither charact,0.47222
7286,"definit one skip , even horror movi fanat .",0.22222
7287,much mull debat,0.47222
7288,gloomi film noir veil,0.27778
7289,stay head make question firmli held posit,0.72222
7290,got hand director georg clooney bite big job first time,0.79167
7291,gambl worth promis,0.73611
7292,pass grade,0.51389
7293,case,0.5
7294,timeless danger emot,0.45833
7295,especi begin name star war,0.51389
7296,skolnick,0.55556
7297,parker expos limit skill basic flaw vision . ',0.31944
7298,think 's tough \ \/ velma,0.625
7299,child-cent,0.5
7300,becom tiresom cliché,0.20833
7301,boomer,0.5
7302,'d hard-heart person move drama,0.70833
7303,stylish,0.72222
7304,coolidg .,0.5
7305,simpson voice-ov,0.54167
7306,give transcend perform sonni need overcom gap charact develop stori logic,0.47222
7307,"'ve tast quirki , steal glimps",0.66667
7308,lust love,0.55556
7309,"one best film year exquisit act , invent screenplay , mesmer music , mani inimit scene",0.95833
7310,boil point,0.38889
7311,littl intens,0.5
7312,"moment swagger camaraderi ,",0.69444
7313,girlfriend,0.5
7314,dysfunct famili,0.30556
7315,"hilari , touch wonder dyspept",0.86111
7316,faith dramat potenti true stori .,0.54167
7317,direct sensit skill,0.72222
7318,"'s deni elabor artist 's concept , abil depict outrag elan , realli whole seri much pretenti nonsens , lavishli prais equat obscur profund",0.18056
7319,n't endur intermiss,0.58333
7320,", warmth vital",0.75
7321,pinochet 's crime,0.5
7322,( attal gainsbourg 's ),0.5
7323,case,0.5
7324,comput anim,0.5
7325,impress highli entertain celebr sound,0.88889
7326,"'s pretti woman , 's work girl",0.69444
7327,appreci,0.72222
7328,fewer,0.41667
7329,"shaki close-up turkey-on-rol , stubbl chin , liver spot , red nose filmmak new bob",0.22222
7330,three 's compani,0.5
7331,seu,0.5
7332,rare director want invit viewer gawk applaud special effect,0.47222
7333,reveal victim domest abus,0.47222
7334,one celluloid testimoni cruelti experienc southern black distil caucasian perspect,0.29167
7335,"florid , overplot , ann rice rock 'n' roll vampir novel",0.26389
7336,filmmak dig deep sink low .,0.11111
7337,"other without becom postmodern joke , made creepi `` men sardin '' warp logic",0.33333
7338,wonder,0.75
7339,camera work,0.5
7340,would home daytim televis serial,0.36111
7341,"relationship wonder , comedi funni ,",0.8472200000000001
7342,"succe entertain , despit play like feature-length sitcom replet stereotyp famili quandari",0.625
7343,hall,0.51389
7344,fine line chees,0.51389
7345,tykwer 's surfac flash,0.5
7346,italian superstar,0.76389
7347,girl tight pant big tit,0.48611
7348,intric precis best short stori write,0.8333299999999999
7349,insid one-room schoolhous northern franc,0.5
7350,pretti good job,0.75
7351,r rate brief nuditi grisli corps,0.38889
7352,seem imposs,0.51389
7353,tenor richli handsom locat,0.70833
7354,reaction isra supposedli evenhand present,0.34722
7355,'s well shot compos edit,0.20833
7356,"cut , witti true",0.48611
7357,director sprecher,0.5
7358,intertwin far complic keep track,0.20833
7359,grown man,0.5
7360,attract men,0.61111
7361,'s feature-length adapt one `` marriag save ? '',0.48611
7362,togeth slasher video spare part,0.34722
7363,", hope ,",0.5
7364,charact ',0.5
7365,somber pace lack,0.22222
7366,pretti dumb,0.375
7367,summer,0.66667
7368,'s improb feat,0.54167
7369,"big music number like ` prais lord , 's god second chanc ' n't put",0.54167
7370,girl ' big-screen blowout,0.44444
7371,uniqu entertain twist classic whale 's tale,0.73611
7372,better fiction,0.68056
7373,back-stab,0.29167
7374,", reginald hudlin comedi reli toilet humor , ethnic slur .",0.18056
7375,", thing avari seem care mean giggl pulchritud .",0.40278
7376,"worthwhil documentari , whether 're rap , even may still leav want answer credit",0.70833
7377,think man 's,0.69444
7378,ultim disappoint,0.26389
7379,"'ll admit ,",0.5
7380,string ensembl cast romanc recent ... peter mattei 's love time money set apart form chain relationship come full circl end posit ( tragic ) note .,0.77778
7381,admiss ? absolut .,0.41667
7382,"goldmemb none visual wit previou pictur ,",0.22222
7383,"crowd-pleas 's fresh dialogu , energet music , good-natur spunk",0.94444
7384,simpli,0.61111
7385,bleed,0.5
7386,flow natur joli 's hideou yellow ` .,0.40278
7387,smarty-p aura,0.38889
7388,"base dave barri 's popular book name , movi benefit real writer plot charact ' move overlap stori .",0.73611
7389,hollywood tri pass accept teen entertain time .,0.34722
7390,vincent r . nebrida,0.5
7391,"tough go ,",0.51389
7392,con,0.31944
7393,dishonor histori,0.45833
7394,danes,0.47222
7395,problem charact,0.51389
7396,wait dark '',0.51389
7397,"titl ,",0.5
7398,'s also rare coher .,0.29167
7399,"film hard dismiss -- moodi , thought , lit flash mordant humor .",0.77778
7400,'s drag nettelbeck see work women -- least work woman -- show littl understand,0.38889
7401,anticip,0.5
7402,goe expect often surpris unexpect comedi,0.76389
7403,lost u.s. satellit,0.34722
7404,piti terror,0.45833
7405,stronger two film,0.72222
7406,emot stake,0.5
7407,mr . wedg mr . saldanha handl mix verbal joke slapstick well . film,0.56944
7408,lose soul screenwrit dummi conform,0.16667
7409,even n't,0.5
7410,version ` nichola nicklebi ',0.5
7411,"make first opera-to-film translat tosca ,",0.5
7412,need luck muster figur 's,0.44444
7413,subtleti ramsay 's portrait grief,0.52778
7414,'s perfectli accept widget,0.61111
7415,"fare , enough creativ energi wit entertain age",0.77778
7416,would shame introduct one greatest play last 100 year,0.15278
7417,", feel pain redund inauthent .",0.083333
7418,),0.5
7419,hollywood ` suit ',0.47222
7420,portrait cuban leader fidel castro,0.5
7421,bad kramer could n't make guest appear liven thing .,0.33333
7422,'s pleasur film like hour altern .,0.72222
7423,cultur clash comedi mark emerg indian american cinema,0.54167
7424,condit art,0.66667
7425,film experi,0.5
7426,mean-spirit,0.34722
7427,compani strictli a-list player,0.77778
7428,school film project,0.4305600000000001
7429,daze enerv,0.23611
7430,"exalt marxian dream honest work folk , littl",0.52778
7431,work astonish delicaci forc,0.8333299999999999
7432,chines actor take drug wind institut --,0.5
7433,"unforc comedy-drama relax , natural-seem actor .",0.72222
7434,"improv upon first taken step , richer deeper .",0.75
7435,henri bean 's thought screenplay,0.63889
7436,gener,0.5
7437,anchor film real amus give-and-tak,0.63889
7438,way introduc obstacl stumbl,0.54167
7439,film essenti juiceless .,0.38889
7440,"joke sophomor , stereotyp sprinkl everywher",0.45833
7441,"reign fire may littl anoth platter reheat alien , 's still pretti tasti .",0.66667
7442,melodrama .,0.5
7443,legal indict,0.5
7444,rain far superior film .,0.56944
7445,victim none -- testifi compar accuraci ms,0.65278
7446,operat grandeur,0.59722
7447,mani titan,0.5
7448,relentless,0.48611
7449,"cast ,",0.5
7450,thing seem real small dose,0.54167
7451,point societi,0.59722
7452,amount nostalgia carvey 's glori day disguis fact new film lame kiddi flick carvey 's consider talent wast .,0.16667
7453,sever daredevil,0.52778
7454,"make women look like stereotyp caretak moral teacher , instead seriou athlet .",0.4305600000000001
7455,"strong confid work work well first 89 minut , end horrend confus",0.38889
7456,scottish director ritchi,0.5
7457,memor zinger,0.66667
7458,creativ belli laugh,0.8472200000000001
7459,feardotcom like someth bad clive barker movi .,0.44444
7460,good time cinema,0.75
7461,seen jerri springer,0.55556
7462,sacrif integr opera,0.22222
7463,"... , also , frequent hilari .",0.73611
7464,stori two misfit n't stand chanc alon,0.61111
7465,think reason,0.45833
7466,tug,0.5
7467,paranoid claustrophobia,0.5
7468,after-hour loopi,0.55556
7469,"fine effort , interest topic , intrigu charact sad end . certainli big finish n't someth galinski hawley could plan ...",0.72222
7470,'s taunt - call justic two crime mani us yet recov .,0.54167
7471,", credul , unassum , subordin",0.44444
7472,uncondit,0.5
7473,strictli book,0.55556
7474,"movi comedi , might work better . ambit say someth subject , willing .",0.25
7475,skill cast,0.55556
7476,feel vastli affront,0.45833
7477,"insid conserv , handbag-clutch sarandon",0.55556
7478,orang counti '' far funnier would seem right .,0.75
7479,"law , polit correct",0.51389
7480,"jolt charleston rhythm , stori sizzl old news final found right vent ( accur ? care ? ) .",0.65278
7481,grab children imagin amaz,0.88889
7482,sleepwalk vulgar sequel refus .,0.16667
7483,"'s gratuit long , schwentk fulfil gross-out quota anticip audienc demograph instead shape materi fit stori",0.30556
7484,photograph,0.5
7485,"'s ( ricci 's ) best work yet , girl-woman sincer believ thwart world 's miseri blind good .",0.88889
7486,absurdli overblown climax,0.26389
7487,inspir effort,0.72222
7488,eye,0.5
7489,"plenti room edit ,",0.36111
7490,admir work lot .,0.8333299999999999
7491,leav hole center salton sea .,0.40278
7492,humor aspect ` jason x ' far entertain expect,0.76389
7493,"essenti 's miss blackboard -- sens someth bigger , ultim point",0.58333
7494,wound tortur self-consci materi,0.41667
7495,receiv un inspector,0.44444
7496,stun,0.79167
7497,frankli,0.5
7498,"dull , dumb deriv horror film .",0.055556
7499,matinee-styl entertain,0.59722
7500,achiev sort ridicul sour,0.34722
7501,dress peekaboo cloth,0.48611
7502,larger-than-lif,0.52778
7503,demeo,0.5
7504,tabl,0.5
7505,"'s common knowledg park found partner , yong kang , lost kozmo end",0.51389
7506,jack ryan 's,0.5
7507,"proof cinemat front , look 20th anniversari edit film spielberg call",0.79167
7508,anoth `` best man '' clone weav theme throughout funni film,0.75
7509,preachi parabl styliz touch john woo bullet ballet .,0.33333
7510,nasti sea,0.51389
7511,none-too-funni commentari,0.29167
7512,strain humor heavy-hand sentiment,0.44444
7513,masquerad thriller ruthless social order govern colleg cliqu,0.40278
7514,make wobbl premis work,0.47222
7515,captur discomfort embarrass bumbl american europ,0.375
7516,potenti interest,0.66667
7517,suffer,0.45833
7518,shimmer benign,0.5
7519,perform young player utterli convinc .,0.65278
7520,"fine written , superbl act offbeat thriller",0.91667
7521,"daphn , 're buff \/ fred think 's tough \/ velma - wow , 've lost weight !",0.54167
7522,bland outweigh nifti,0.65278
7523,perfect materi,0.8333299999999999
7524,terrif screenplay,0.81944
7525,serb also network american right-w extremist,0.44444
7526,problem child iv,0.45833
7527,'s defiantli delight grain .,0.73611
7528,uniqu director 's,0.61111
7529,encumb complic,0.29167
7530,urban studi,0.5
7531,disguis tribut,0.40278
7532,date movi ( anti-d movi like ),0.29167
7533,"photograph colour depth , rather good time .",0.73611
7534,'s disloy satyr,0.38889
7535,immatur provoc,0.27778
7536,guess plot affection take screwed-up charact,0.63889
7537,plucki heroin,0.58333
7538,regal charisma,0.66667
7539,begin fade memori,0.36111
7540,ride ( bump ),0.61111
7541,psychoanalyt,0.52778
7542,"part action , wallpap chosen realiti",0.41667
7543,unseemli pleasur,0.66667
7544,japanes anim,0.5
7545,egregi,0.4305600000000001
7546,insan hilari,0.81944
7547,far-fetch would imposs believ n't true,0.41667
7548,someth ugli mindless,0.25
7549,"littl obviou , restrain subtl storytel",0.55556
7550,"fascin , involv charact studi",0.8333299999999999
7551,generos diplomaci,0.72222
7552,"smart , romant drama",0.79167
7553,origin particular dishonor,0.45833
7554,step stone,0.51389
7555,given us,0.44444
7556,'s respons put togeth movi particular valu merit,0.33333
7557,'' worthwhil,0.70833
7558,crush betray conjur intox fume emot ghost freshli paint rembrandt,0.48611
7559,celebr cheesi reason peopl get kick watch today,0.72222
7560,littl off-kilt,0.34722
7561,disapprov justin combin ting understand action,0.44444
7562,"hollow , self-indulg , - worst - bore",0.055556
7563,year later,0.5
7564,strang kind,0.48611
7565,piss,0.38889
7566,whole film sneaki feel -- director tri dupe viewer take import simpli movi ugli look hollywood product .,0.16667
7567,'s anoth regurgit action movi 're,0.16667
7568,". besid , real movi produc n't nice .",0.33333
7569,slog,0.27778
7570,"film sound like stuff lurid melodrama , make interest charact studi fact stori told paul 's perspect .",0.66667
7571,"move , uplift funni ever",0.8333299999999999
7572,", food-for-thought cinema",0.65278
7573,enough salt,0.55556
7574,"'s worthi companion mani fine , focus film emerg surpris nation",0.72222
7575,definit one mass,0.8333299999999999
7576,"leap stori line , shape director peter kosminski sharp sliver cut impress ,",0.66667
7577,know tell stori four minut,0.55556
7578,,0.5
7579,"si , pretti much '' `` por favor ,",0.52778
7580,"get imag big papa span histori , rather suspend .",0.51389
7581,"expect remind , better film , especi seven , director william malon slavishli copi",0.34722
7582,period piec,0.51389
7583,count educ,0.55556
7584,term `` ambiti failur,0.16667
7585,gari larson 's far side humor,0.69444
7586,view delet scene,0.5
7587,8-year-old channel roberto benigni,0.38889
7588,imit innumer,0.25
7589,"edit chaotic , photographi graini badli focus , write unintent hilari , direct unfocus",0.18056
7590,'re mood someth comfort challeng,0.52778
7591,funni stuff,0.72222
7592,"go ape movi ? well , probabl wo n't swing tree hoot 's prais , 's definit worth take look .",0.59722
7593,"muccino , direct screenplay , canni crowd pleaser , last kiss ... provid enough sentiment catharsi satisfi even multiplex .",0.81944
7594,"film best appreci will endur extrem languor rhythm , wait happi",0.25
7595,first name,0.5
7596,almost gag,0.23611
7597,comment monster 's path destruct,0.5
7598,wretchedli unfunni wannab comedi inan aw,0.0
7599,art deal,0.56944
7600,"say , `` look",0.5
7601,make us care protagonist celebr victori,0.65278
7602,finest film,0.8472200000000001
7603,"'s noth exactli wrong ,",0.48611
7604,celebr irish playwright,0.65278
7605,gentl blend,0.65278
7606,depth breadth,0.73611
7607,n't go jell,0.38889
7608,notion bomb build funniest thing world goe entir unexamin startlingli unfunni comedi .,0.11111
7609,brilliant origin,0.76389
7610,someth like bart freundlich 's world travel,0.52778
7611,pure movi,0.69444
7612,"titl describ main charact , lazi peopl behind camera well .",0.23611
7613,"wow , knew charl dicken could light-heart ?",0.69444
7614,mainstream audienc,0.5
7615,end result,0.51389
7616,strike reward balanc emot human scale,0.875
7617,"found like film , though case one man 's treasur could prove anoth man 's garbag",0.59722
7618,shield,0.73611
7619,creativ film,0.66667
7620,liter stop dime tries-so-hard-to-be-cool `` clockstopp,0.59722
7621,made film make previou vehicl look smart sassi,0.51389
7622,ball,0.5
7623,ignor,0.13889
7624,stab absurdist comedi,0.51389
7625,harsh,0.30556
7626,"grant , n't lost bit dri humor first made audienc side atlant love",0.72222
7627,guy ',0.5
7628,absurd,0.34722
7629,stand still,0.44444
7630,froth ex-girlfriend,0.44444
7631,expiri date,0.47222
7632,"shout , ` hey",0.55556
7633,almost,0.5
7634,pungent bite,0.65278
7635,"inept school product ,",0.18056
7636,avers,0.47222
7637,overwhelm everyth els,0.38889
7638,"edge-of-your-seat , educ antic",0.66667
7639,", ` hungry-man portion bad '",0.27778
7640,choke energi right,0.44444
7641,"movi well shot tragic ,",0.875
7642,much,0.55556
7643,unsuccess attempt movi idea,0.23611
7644,`` ichi killer '',0.55556
7645,movi n't horribl,0.45833
7646,nation lampoon sinc class reunion,0.65278
7647,miss,0.30556
7648,studio,0.5
7649,"schnitzler 's film great hook , clever bit well-drawn , standard issu , charact , still partli satisfi .",0.45833
7650,"four sister cope , one way anoth , life",0.5
7651,film interest insur commerci .,0.055556
7652,still make much better typic bond knock-off,0.73611
7653,enough innov pizazz,0.61111
7654,", pleasur right",0.55556
7655,dead brilliant,0.65278
7656,etc .,0.5
7657,"bottom line , least opinion ,",0.5
7658,innoc,0.56944
7659,wind togeth,0.48611
7660,'s got heart right place,0.75
7661,"may , strictli speak , qualifi revolutionari",0.33333
7662,death self ... orgasm ( wo n't ) exceedingli memor one peopl,0.31944
7663,state sens,0.625
7664,massacr,0.44444
7665,surpris wisegirl,0.55556
7666,'s surprisingli decent,0.68056
7667,long,0.5
7668,seriocom debut,0.5
7669,"gag , charact",0.54167
7670,like '' divin secret ya ya sisterhood,0.58333
7671,way deal big issu like death destini,0.5
7672,cultur geograph displac,0.4305600000000001
7673,( ) short,0.34722
7674,", guard deliv .",0.75
7675,self-seri equilibrium,0.4305600000000001
7676,younger crowd,0.48611
7677,charad,0.44444
7678,downtown,0.5
7679,huge,0.51389
7680,"hear full stori jonah 's despair -- agon , catch-22 glori -- even spend year tri comprehend",0.52778
7681,"reassur , retro uplift .",0.80556
7682,realli horribl drek .,0.11111
7683,tick,0.55556
7684,"either rigid , blair witch-styl commit mockumentari format , straightforward , dramat treatment , grandios",0.54167
7685,tight,0.5
7686,taken individu collect,0.45833
7687,sweet wickedli satisfi time,0.70833
7688,actor oliv martinez,0.5
7689,``,0.5
7690,comedi film,0.56944
7691,"glow enthusiasm , sensual conniv wit .",0.77778
7692,group 's play spark,0.77778
7693,often fascin,0.80556
7694,", pun-laden dialogu",0.29167
7695,holocaust,0.41667
7696,real-lif hollywood fairy-tal engag usual fantasi hollywood produc .,0.77778
7697,worthi tribut great humanitarian vibrant ` co-star . ',0.77778
7698,imagin benigni 's pinocchio becom christma perenni . coal n't easi come use,0.33333
7699,engag crimin,0.58333
7700,made tube,0.41667
7701,sauci endear,0.63889
7702,play,0.5
7703,one egregi short,0.51389
7704,full brunt,0.59722
7705,footbal field-siz orient rug,0.56944
7706,differ ( better ),0.65278
7707,view,0.5
7708,children side ever-escal conflict say away watch parent eye,0.58333
7709,` jackass : movi,0.58333
7710,roger avari 's,0.5
7711,age n't fake fun,0.70833
7712,"anoth anem formula lethal weapon-deriv buddy-cop movi ,",0.29167
7713,"artifici , ill-construct fatal overlong",0.26389
7714,"knowledg , educ",0.55556
7715,much see horribl,0.20833
7716,lose steam toward middl,0.36111
7717,determin remain true origin text,0.51389
7718,sincer believ thwart world 's miseri blind good,0.56944
7719,"direct film charl . addessi , much time",0.5
7720,piquant medit thing prevent peopl reach happi .,0.58333
7721,classic stori,0.73611
7722,get carvey mani silli costum,0.33333
7723,-- inner outer --,0.5
7724,n't care whether cold-heart snake petrovich ( would reno ) get comeupp,0.40278
7725,ali g,0.5
7726,"kick inauspici premis ,",0.5
7727,over-25,0.5
7728,"direct stage version ell ,",0.51389
7729,doc,0.5
7730,patholog set,0.40278
7731,"overexpos , redol thousand clich , yet remain uniqu",0.68056
7732,littl truffl,0.68056
7733,like cold porridg odd enjoy chewi lump .,0.26389
7734,modern,0.54167
7735,war,0.5
7736,also contribut screenplay,0.5
7737,"great role never hog scene fellow cast , plenti laugh good line everyon comedi .",0.81944
7738,"mesmer , eye-open tour modern beij cultur journey rebellion",0.875
7739,"bowel-curdl , heart-stop recip",0.66667
7740,commun film experi,0.55556
7741,irwin ' scene fascin ; movi whole cheap junk insult death-defi effort,0.33333
7742,soderbergh n't afraid tri genr way .,0.70833
7743,strateg object,0.5
7744,", unfaith intim univers cinema .",0.77778
7745,"respons n't cut loss -- -- retitl adventur direct-to-video nash , send proper home",0.22222
7746,'' one hour thirty-thre minut,0.5
7747,possibl say william truli inhabit charact,0.63889
7748,( deni ' ) bare-bon narr,0.40278
7749,end credit blooper reel,0.36111
7750,"'s tough watch , 's fantast movi",0.8333299999999999
7751,write direct soggi perform,0.36111
7752,scatter around plot,0.4305600000000001
7753,tepid wast time talent,0.38889
7754,deafen,0.31944
7755,"done well end flaw , dazzl seri rais someth cremast",0.44444
7756,qualiti art combin humor intellig script,0.75
7757,globe,0.58333
7758,deepli appeal veteran bouquet,0.72222
7759,"charact talk earli rap record ( sugar hill gang , etc . )",0.5
7760,devito 's misanthrop vision,0.38889
7761,never gain much momentum,0.33333
7762,past decad,0.5
7763,real talent,0.8333299999999999
7764,adolesc anomi heartbreak,0.56944
7765,apallingli absurd ... chemistri lack thereof newton wahlberg could turn imax theater 9 '' black white portabl tv .,0.083333
7766,critic,0.44444
7767,effort,0.44444
7768,titl ` loud ludicr,0.36111
7769,borrow bit classic `` wait dark '' `` extrem '',0.56944
7770,stimul & heart-rate-rais,0.75
7771,movi colleg,0.5
7772,act,0.5
7773,n't yet much scienc,0.5
7774,"irrit ( least western ear ) , make aw hard buy impetu complic love triangl develop three central charact",0.34722
7775,reassur,0.66667
7776,whether believ,0.48611
7777,"work yet , girl-woman sincer believ thwart world 's miseri blind good .",0.33333
7778,"whether 's worst movi 2002 , ca n't say sure : memori rollerbal fade , skip countri bear",0.097222
7779,touch,0.54167
7780,"happen alreadi mani silent movi , newsreel like . unexpect thing die , shower black-and-whit psychedelia , quit beauti",0.75
7781,pun possibl,0.55556
7782,"surrend formula bang-bang , shoot-em-up scene conclus",0.34722
7783,'s slowli pace thriller . -lrb- 's -rrb- worth recommend two marvel perform michael cain brendan fraser,0.72222
7784,"deliv full assault reno 's immens wit insight , time travel back felt like unforgett uncertain day",0.77778
7785,movi product,0.5
7786,lack inspir origin bloat plot stretch run time 10 minut past child 's interest adult 's patienc . also mani thing made first one charm .,0.41667
7787,compel,0.72222
7788,lil,0.5
7789,calcul,0.5
7790,"journalist dubiou , inept often lethal dull",0.055556
7791,"good , straightforward tale",0.77778
7792,draw attent,0.61111
7793,stomp away,0.5
7794,suffer chosen format .,0.38889
7795,raunchi frequent hilari follow-up gift korean american stand-up,0.66667
7796,john woo little-known stori nativ american role second great war,0.625
7797,"worthwhil documentari , whether 're rap , even may still leav want answer credit roll .",0.77778
7798,fritter,0.30556
7799,intent,0.5
7800,memor moment,0.54167
7801,key plot moment,0.48611
7802,"fear ,",0.5
7803,happen picpu,0.5
7804,old payn screenplay,0.41667
7805,", get messi anger , movi person therapi",0.44444
7806,theater world,0.5
7807,recogn man bilk unsuspect moviego,0.375
7808,parisian rebirth,0.5
7809,ghost ',0.5
7810,snowman ( never get play flute ),0.48611
7811,complex,0.66667
7812,'s hard sens powerhous 19th-centuri prose behind childlik smile,0.5
7813,", captiv film",0.76389
7814,perform,0.5
7815,confid enough step back look sick charact sane eye,0.75
7816,set ms. birot 's film apart,0.59722
7817,individu collect,0.5
7818,twice,0.5
7819,fascin arc,0.80556
7820,dentist 's wait room,0.33333
7821,goofili endear well-lens gorefest,0.69444
7822,perfect materi,0.75
7823,search someth differ,0.59722
7824,( ) strain comedi,0.23611
7825,wholli predict,0.23611
7826,nicholson 's underst perform wonder .,0.88889
7827,punch good sitcom,0.72222
7828,import earnest offer opportun occasion smile chuckl,0.66667
7829,movi kid want see,0.86111
7830,set,0.5
7831,"startl film give fascin , albeit depress view iranian rural life close iraqi border .",0.77778
7832,even,0.51389
7833,describ paulin & paulett,0.5
7834,dish,0.58333
7835,offer either despair consol,0.58333
7836,"impecc pedigre , mongrel pep",0.75
7837,'' checklist,0.5
7838,might make,0.55556
7839,re-voic,0.5
7840,traffic,0.5
7841,"sometim feel film careen one color event anoth without respit , sometim must seem frida kahlo life , .",0.5
7842,great love origin,0.375
7843,white-on-black,0.44444
7844,"klein ,",0.5
7845,distract ricochet,0.34722
7846,half,0.5
7847,someth differ actual pull,0.5
7848,garner film `` cooler '' pg-13 rate,0.65278
7849,'' safe conduct '' ),0.59722
7850,memória,0.61111
7851,differ bodi,0.59722
7852,'s hamper lifetime-channel kind plot lead actress depth .,0.20833
7853,rose,0.5
7854,"mostli intellig , engross",0.76389
7855,rememb,0.5
7856,n't demand standard qualiti art choos,0.38889
7857,nonsens laughabl plot,0.33333
7858,play like corni televis,0.29167
7859,troubl,0.48611
7860,santa claus 2,0.5
7861,run steam half hour .,0.18056
7862,'ll love,0.8472200000000001
7863,mani merchandised-to-the-max movi,0.36111
7864,"stagey , talki",0.13889
7865,lot effort intellig display,0.63889
7866,pleasant enough thing,0.77778
7867,-- conrad l . hall 's cinematographi like nomin oscar next year --,0.8333299999999999
7868,water,0.52778
7869,gut make,0.56944
7870,", somber pictur reveal slowli , intellig , art .",0.66667
7871,'s type stunt academi love : power polit messag stuf otherwis mediocr film .,0.40278
7872,'s boom-box movi might titl ` loud ludicr ' ... pander moviego audienc domin young male calcul,0.25
7873,serv,0.52778
7874,race,0.5
7875,though moonlight mile replet acclaim actor actress tackl subject 's potenti move,0.66667
7876,chemistri comfort level,0.69444
7877,catch,0.52778
7878,surreal sens,0.56944
7879,"strip bibl store potenti sanctimoni , make meaning kid church-wari adult .",0.66667
7880,,0.44444
7881,"'m afraid wo n't get frankli fantast by-the-numb b-flick suspens disbelief . rather ,",0.18056
7882,nuclear holocaust,0.29167
7883,power drama enough sardon wit keep maudlin,0.79167
7884,conspiraci theorist,0.45833
7885,gaul yank,0.52778
7886,"initi succe allow go crazi , ultim fail spin control .",0.33333
7887,gut-clutch,0.47222
7888,memor charact creation,0.77778
7889,britney,0.5
7890,'s still pretti tasti,0.68056
7891,"manag bleed almost complet dri humor , verv fun .",0.15278
7892,burst across america 's winter movi screen,0.5
7893,feel,0.5
7894,good place start .,0.73611
7895,extrem,0.5
7896,", race , class",0.5
7897,blue lagoon,0.5
7898,could ?,0.5
7899,baffl jason x.,0.31944
7900,living-room war,0.5
7901,anim wildlif adventur show,0.52778
7902,"susan sarandon , dustin hoffman holli hunter , yet newcom ellen pompeo pull feat aplomb",0.80556
7903,all-too-familiar dramat arc holocaust escap stori,0.34722
7904,disturb geniu,0.63889
7905,iron,0.5
7906,braveri .,0.40278
7907,self-reflect,0.55556
7908,connoisseur,0.5
7909,noth outstand film,0.125
7910,sexist,0.4305600000000001
7911,refreshingli adult take adulteri,0.79167
7912,make interest medit ether natur internet otherworldli energi,0.625
7913,"predict parent vs . child coming-of-ag theme , first-class",0.55556
7914,"gorgeou film - vivid color , music life . delight sens crash wed",0.88889
7915,said steal harvard,0.5
7916,in-your-fac famili drama black comedi,0.61111
7917,clumsili sentiment,0.55556
7918,tale crypt,0.625
7919,` stori without surpris,0.375
7920,"poetri motion captur film . bit repetit , overal 's entertain inform documentari .",0.61111
7921,access non-narr featur,0.59722
7922,"recit bland polic procedur detail , fienn wander around",0.26389
7923,"yvan 's rambuncti , jewish sister non-jew husband",0.5
7924,sake half-sleep,0.41667
7925,may,0.52778
7926,( sometim illeg ) way kid,0.41667
7927,capabl sooth break heart singl stroke,0.75
7928,"oscar wild 's masterpiec , import earnest , may best play 19th centuri .",0.79167
7929,account work,0.59722
7930,"premis kegger comedi probabl sound brilliant four six-pack pitcher margarita ,",0.23611
7931,statement,0.5
7932,virtual,0.66667
7933,fellowship 's heart,0.59722
7934,knoxvil 's,0.5
7935,make wonder chang director writer 's diaper,0.34722
7936,barbershop,0.5
7937,get instead lyric limerick scrawl public restroom,0.25
7938,altern deadpan comedi heartbreak loneli n't afraid provok introspect charact audienc .,0.65278
7939,bode,0.5
7940,phone,0.51389
7941,sure ohling 's level mere,0.44444
7942,express convict,0.48611
7943,relish everi self-mock moment .,0.66667
7944,feel five hour long,0.25
7945,unaffect style,0.61111
7946,version old polic academi flick,0.5
7947,want hang samantha,0.66667
7948,actor raymond j . barri,0.59722
7949,movi --,0.5
7950,witless not-so-bright mother daughter even less capabl trio crimin,0.27778
7951,equal gentl,0.61111
7952,whose legaci begun bronz,0.625
7953,quit,0.5
7954,kieran culkin pitch-perfect holden,0.69444
7955,even though charact almost complet deadpan,0.4305600000000001
7956,stutter script,0.33333
7957,", probe life complex man",0.57292
7958,portrait alien perfect,0.8333299999999999
7959,exploit array,0.58333
7960,,0.48611
7961,shoot foot,0.16667
7962,"homag pokepi hat , charact",0.44444
7963,contact american ` host ' ` guest,0.5
7964,", insight human",0.70833
7965,perform entertain trick,0.73611
7966,link togeth,0.61111
7967,sit dahmer 's two hour amount littl punish,0.25
7968,"'s muy loco , ridicul",0.45833
7969,origin,0.5
7970,ensu,0.5
7971,drag movi,0.31944
7972,"seem better , bigger",0.66667
7973,reach barf bag,0.16667
7974,undeni move film experi,0.75
7975,"anoth big , dumb action movi vein xxx",0.16667
7976,"time liter stop dime tries-so-hard-to-be-cool `` clockstopp , '' n't mean still wo n't feel like longest 90 minut movie-go life .",0.18056
7977,shock testament anti-semit neo-fasc,0.31944
7978,weighti,0.41667
7979,differ emot reserv,0.51389
7980,"transport life wladyslaw szpilman , pianist , good human",0.69444
7981,live appeal,0.56944
7982,next wave,0.58333
